structure,n_tokens,ada_embedding,Cluster
"Voici une proposition de structure générique pour le TED talk :

Introduction
    - Accroche 
    - Présentation du contexte/problème

Corps du Talk  
    - Explication détaillée du problème
        - Causes
        - Conséquences
    - Présentation de la solution proposée
        - Description
        - Avantages
    - Arguments en faveur de la solution
        - Argument 1
        - Argument 2
        - Argument n
    - Réponses aux objections
        - Objection 1
        - Objection 2 
        - Objection n

Conclusion
    - Rappel du problème
    - Rappel de la solution proposée
    - Appel à l'action

Cette structure permet de présenter un problème, d'exposer une solution pour y remédier avec ses avantages et ses arguments, de répondre aux critiques, et de conclure en rappelant le problème, la solution et en lançant un appel à l'action. Elle est suffisamment générique pour être réutilisée sur n'importe quel sujet, en adaptant les points détaillés.",380,"[-0.00417762  0.00673955  0.00252331 ... -0.01638862 -0.02327622
 -0.02622437]",0
" Voici la structure sémantique générique proposée pour ce TED Talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du Talk 
    - Eléments historiques et définition
    - Applications et exemples
    - Ouverture sur l'avenir

Conclusion    
    - Synthèse
    - Message à retenir
    - Ouverture",130,"[-0.0043977   0.01507416  0.01034412 ... -0.02826404 -0.02044303
 -0.03324574]",1
" Voici une proposition de structure générique pour le TED talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du Talk 
    - Contexte historique
        - Eléments clés du passé
    - Situation actuelle
        - Problèmes/enjeux
        - Solutions envisagées
    - Projection dans le futur
        - Objectifs
        - Moyens identifiés

Conclusion
    - Synthèse 
    - Message à retenir
    - Ouverture

Cette structure permet de présenter le sujet en le replaçant dans son contexte historique, en exposant la situation actuelle et les solutions envisagées, puis en projetant une vision pour le futur. L'introduction plante le décor et annonce les points qui seront développés. La conclusion résume les idées clés et ouvre sur de nouvelles perspectives. Le corps du talk suit une progression logique du passé vers le futur. Les titres des parties sont génériques et peuvent s'adapter à de nombreux sujets.",341,"[-0.01110943  0.00251369  0.00170509 ... -0.01082179 -0.01715634
 -0.01949584]",0
"Voici une structure sémantique générique pour ce TED talk :

Introduction
  - Accroche
  - Présentation du sujet
  - Présentation de la thèse

Corps du Talk
  - Argument 1 soutenant la thèse
    - Exemple concret
    - Données à l'appui
  - Argument 2 soutenant la thèse 
    - Exemple concret
    - Données à l'appui
  - Argument 3 soutenant la thèse
    - Exemple concret
    - Données à l'appui

Conclusion
  - Résumé des arguments
  - Appel à l'action
  - Conclusion sur la thèse
  
Cette structure permet de présenter une thèse appuyée par différents arguments et exemples concrets, avant de conclure en résumant les points clés et en lançant un appel à l'action. Elle peut être réutilisée pour écrire un nouveau talk en adaptant le sujet, les arguments et exemples, tout en conservant la structure logique d'introduction, développement et conclusion.",310,"[-0.00563074  0.01044328  0.01680202 ... -0.0233347  -0.03558832
 -0.02765117]",3
"Voici une structure générique possible pour le TED Talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Élément déclencheur
    - Développement 1
        - Sous-point 1
        - Sous-point 2
        - Exemple
    - Développement 2
        - Sous-point 1
        - Sous-point 2
        - Exemple
    - Transition

Conclusion
    - Résumé
    - Ouverture
    - Message final

Cette structure permet de présenter le sujet, de le développer avec des arguments et exemples, et de conclure en résumant les points clés. Elle peut être réutilisée en adaptant les contenus spécifiques selon le thème choisi. L'introduction plante le décor, le corps développe les idées de manière structurée, et la conclusion revient sur les points importants.",314,"[-0.01281358  0.00024756  0.00966796 ... -0.0230593  -0.0217497
 -0.03009521]",0
"Voici une proposition de structure générique pour ce TED talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du Talk  
    - Point 1
        - Explication
        - Illustration
        - Transition
    - Point 2
        - Explication 
        - Illustration
        - Transition
    - Point 3
        - Explication
        - Illustration
        - Transition 

Conclusion
    - Résumé des points clés
    - Ouverture/perspective

Cette structure permet de décrire de manière générique l'enchaînement logique des différentes parties du talk, sans référence au contenu spécifique. Elle pourrait être réutilisée pour construire un nouveau talk en remplaçant simplement les points par de nouvelles idées, tout en conservant la même structure. Les éléments de transition assurent la cohérence entre les différentes parties.",327,"[-0.00785898 -0.00013847  0.00656952 ... -0.02617517 -0.01975679
 -0.02405286]",0
"Voici une proposition de structure générique pour le TED Talk :

Introduction
    - Présenter le sujet
    - Donner le contexte général
    - Annoncer les points qui seront abordés

Corps du Talk
    - Présenter le point 1 
        - Donner des détails et des exemples
        - Expliquer l'impact
    - Présenter le point 2
        - Donner des détails et des exemples 
        - Expliquer l'impact
    - Présenter le point 3
        - Donner des détails et des exemples
        - Expliquer l'impact

Conclusion 
    - Résumer les points principaux
    - Donner une conclusion générale
    - Terminer sur une note percutante",248,"[-0.00617565  0.00496188  0.0112314  ... -0.02230744 -0.01930377
 -0.02568657]",4
"Voici une structure sémantique générique pouvant être réutilisée pour écrire un nouveau talk :

Introduction
  - Présenter le sujet
  - Donner le contexte
  - Annoncer le plan
  
Corps du Talk
  - Présenter les informations clés 1
  - Illustrer avec des exemples/anecdotes 1
  - Présenter les informations clés 2 
  - Illustrer avec des exemples/anecdotes 2
  - ...
  
Conclusion 
  - Résumer les points clés
  - Ouverture / perspective
  - Message à retenir",165,"[-0.00350319  0.01435956  0.02329896 ... -0.0227852  -0.02344024
 -0.04140896]",3
"Voici une proposition de structure sémantique générique pour le TED talk :

Introduction
    - Accroche
    - Question rhétorique
    - Annonce du sujet
    
Corps du Talk
    - Développement 1
        - Exemple
        - Explication
    - Développement 2
        - Exemple 
        - Explication
    - Développement 3
        - Exemple
        - Explication
        
Conclusion
    - Synthèse
    - Citation 1
    - Citation 2",198,"[-0.0065122   0.0087457   0.01376457 ... -0.02786677 -0.02336082
 -0.02750318]",3
" Voici une structure générique possible pour ce TED talk:

Introduction
    - Présenter le thème général
    - Poser une question ou introduire un problème 

Corps du Talk
    - Présenter la situation actuelle ou le contexte
    - Expliquer les limitations/problèmes de cette situation
    - Proposer une solution ou une approche alternative
    - Détailler cette solution (comment elle fonctionne, avantages, exemples, preuves que ça peut marcher, etc.)
    - Imaginer ce que cette solution pourrait apporter / le monde meilleur qu'elle pourrait créer

Conclusion
    - Résumer les points clés
    - Réaffirmer l'importance de la solution proposée 
    - Inspirer l'auditoire à agir / adopter cette solution
    - Conclure sur une note d'espoir ou un appel à l'action",267,"[ 0.00334549  0.00514493 -0.0002129  ... -0.01670498 -0.02467257
 -0.02501898]",2
" Voici une proposition de structure générique pour le TED talk :

Introduction
    - Accroche 
    - Présentation du sujet
    - Annonce du plan

Corps du Talk
    - Présentation de la problématique
    - Explication des concepts clés
    - Illustration par des exemples
    - Approfondissement et détails techniques

Conclusion
    - Résumé des points clés
    - Ouverture sur de nouvelles perspectives
    - Message à retenir",147,"[-0.01284568  0.00963264  0.00704273 ... -0.02718429 -0.02534085
 -0.02079715]",2
"Voici une structure générique possible pour ce TED talk :

Introduction
    - Accroche
    - Présentation du sujet
    - Annonce du plan

Corps du Talk 
    - Point 1 : situation initiale
    - Point 2 : événement déclencheur 
    - Point 3 : actions entreprises
    - Point 4 : résultat/conclusion

Conclusion
    - Résumé 
    - Ouverture",129,"[-0.01117091 -0.00030026  0.00355145 ... -0.02275508 -0.02055964
 -0.02080501]",4
"Voici une structure générique possible pour ce TED talk :

Introduction
    - Présentation du contexte et du sujet
    - Problématique ou question soulevée

Corps du Talk  
    - Présentation de la situation actuelle 
        - Élément 1 de la situation actuelle
        - Élément 2 de la situation actuelle
        - etc.
    - Explication de la problématique
        - Cause 1 de la problématique
        - Cause 2 de la problématique 
        - etc. 
    - Conséquences de cette situation
        - Conséquence 1
        - Conséquence 2
        - etc.

Conclusion
    - Résumé des points clés
    - Appel à l'action ou recommandations",266,"[-0.00899935  0.0019708   0.00290518 ... -0.01936359 -0.01937635
 -0.03163486]",4
" Voici une proposition de structure sémantique générique pour le TED Talk :

Introduction
    - Présentation du contexte personnel 
    - Introduction du problème/défi rencontré

Corps du Talk
    - Explication de la motivation pour résoudre le problème
    - Description des obstacles rencontrés 
    - Présentation de la solution développée 
    - Explication du processus de création de la solution 
    - Présentation des résultats obtenus grâce à la solution

Conclusion
    - Résumé de l'expérience et des apprentissages 
    - Message d'encouragement aux personnes dans une situation similaire
    - Remerciements

Cette structure permet de présenter une expérience personnelle de résolution de problème, les motivations, les obstacles surmontés, la solution mise en place et les résultats obtenus. Le modèle peut être réutilisé en adaptant les contenus spécifiques selon le thème et le ton souhaité. La structure logique reste la même.",310,"[-0.0031813   0.0121638   0.01081513 ... -0.01733261 -0.02115275
 -0.03737545]",1
